arabis_alpina	50452
avena_atlantica_gca910589765v1cm	366594
avena_eriantha_gca910589775v1cm	146534
avena_longiglumis_gca910589755v1cm	4500
avena_insularis_gca910574615v1cm	283872
actinidia_chinensis	1590841
arabidopsis_halleri	63677
avena_sativa_gca947311915v1cm	4498
ananas_comosus	4615
asparagus_officinalis	4686
quercus_suber_gca002906115v3rs	58331
nicotiana_attenuata	49451
cynara_cardunculus_gca001531365v2gb	59895
hordeum_vulgare_hor7385	4513
hordeum_vulgare_hor13594	4513
pisum_sativum	3888
